質量,,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.929,Femora_lower_cortical,3100,0.00E+00,0,0,0,,3100,1.03E-08,0.0357,0.002,10,,3100,1.52E-07,0.0104,0.0002,10,,3100,8.27E-07,0.0051,0,10,,3100,1.31E-06,0.0042,0,10,,3100,1.49E-06,0.004,0,10,,3100,1.49E-06,0.004,0,10,,3100,1.37E-06,0.0042,0,10,,3100,1.28E-06,0.0044,0,10,,3100,1.24E-06,0.0045,0.0001,6.3,,3100,1.36E-06,0.0045,0.0001,8.1,,3100,1.72E-06,0.0046,0.0001,10,,3100,2.13E-06,0.0048,0.0001,10,,3100,2.56E-06,0.005,0.0001,10,,3100,2.97E-06,0.0051,0.0001,10,,3100,3.74E-06,0.0053,0.0001,10,,3100,4.46E-06,0.0055,0.0001,10,,3100,7.48E-06,0.006,0.0002,10,,3100,1.23E-05,0.0061,0.0002,10,,3100,1.66E-05,0.0059,0.0002,10,,3100,2.09E-05,0.0058,0.0002,10,,3100,2.51E-05,0.0056,0.0002,10
166.334,Femora_lower_spongiosa,3200,0.00E+00,0,0,0,,3200,1.61E-09,0.119,0.0242,0,,3200,4.65E-08,0.0237,0.0009,10,,3200,3.67E-07,0.0083,0.0001,10,,3200,5.52E-07,0.0067,0.0001,10,,3200,6.01E-07,0.0064,0.0001,10,,3200,6.12E-07,0.0064,0.0001,9.6,,3200,6.22E-07,0.0063,0.0001,10,,3200,6.72E-07,0.0062,0.0001,10,,3200,8.58E-07,0.0058,0.0001,10,,3200,1.10E-06,0.0058,0.0001,10,,3200,1.61E-06,0.0059,0.0001,10,,3200,2.13E-06,0.006,0.0001,10,,3200,2.61E-06,0.0062,0.0001,10,,3200,3.06E-06,0.0064,0.0001,10,,3200,3.93E-06,0.0066,0.0001,10,,3200,4.73E-06,0.0068,0.0002,10,,3200,7.92E-06,0.0076,0.0002,10,,3200,1.27E-05,0.0082,0.0003,10,,3200,1.70E-05,0.0083,0.0003,10,,3200,2.10E-05,0.0082,0.0003,10,,3200,2.49E-05,0.0081,0.0003,10
56.762,Femora_lower_medullary_cavity,3300,0.00E+00,0,0,0,,3300,0.00E+00,0,0,0,,3300,3.59E-09,0.1037,0.0158,0,,3300,6.58E-08,0.0229,0.0013,7.8,,3300,1.34E-07,0.0162,0.0009,4.6,,3300,1.86E-07,0.0138,0.0009,7.9,,3300,2.32E-07,0.0122,0.0009,10,,3300,3.21E-07,0.0101,0.0007,10,,3300,4.26E-07,0.0092,0.0005,10,,3300,6.96E-07,0.0085,0.0003,10,,3300,9.77E-07,0.0085,0.0003,10,,3300,1.54E-06,0.0089,0.0003,10,,3300,2.03E-06,0.0093,0.0003,10,,3300,2.53E-06,0.0096,0.0004,10,,3300,3.00E-06,0.0099,0.0004,10,,3300,3.87E-06,0.0103,0.0005,10,,3300,4.66E-06,0.0106,0.0005,10,,3300,7.79E-06,0.0117,0.0007,10,,3300,1.27E-05,0.0124,0.0008,10,,3300,1.71E-05,0.0123,0.0008,10,,3300,2.12E-05,0.0118,0.0007,10,,3300,2.52E-05,0.0114,0.0007,10
544.845,Tibiae_cortical,3400,7.22E-09,0.0249,0.0012,10,,3400,2.41E-07,0.0051,0.0001,10,,3400,7.31E-07,0.0033,0,10,,3400,1.55E-06,0.0025,0,10,,3400,1.84E-06,0.0023,0,10,,3400,1.80E-06,0.0023,0,10,,3400,1.66E-06,0.0025,0,10,,3400,1.40E-06,0.0027,0,10,,3400,1.24E-06,0.0029,0,10,,3400,1.18E-06,0.003,0,10,,3400,1.30E-06,0.003,0,8.1,,3400,1.72E-06,0.0031,0,10,,3400,2.18E-06,0.0032,0,10,,3400,2.63E-06,0.0033,0,10,,3400,3.06E-06,0.0034,0,10,,3400,3.89E-06,0.0035,0,10,,3400,4.65E-06,0.0036,0,10,,3400,7.77E-06,0.0039,0.0001,10,,3400,1.26E-05,0.0039,0.0001,10,,3400,1.66E-05,0.0038,0.0001,10,,3400,2.02E-05,0.0037,0.0001,10,,3400,2.37E-05,0.0036,0.0001,10
558.529,Tibiae_spongiosa,3500,1.42E-11,0.535,0.4005,0,,3500,8.72E-09,0.0269,0.0014,10,,3500,9.46E-08,0.0089,0.0001,6.7,,3500,4.14E-07,0.0043,0,10,,3500,5.61E-07,0.0037,0,10,,3500,5.86E-07,0.0036,0,10,,3500,5.83E-07,0.0037,0,10,,3500,5.80E-07,0.0037,0,10,,3500,6.18E-07,0.0036,0,10,,3500,8.07E-07,0.0034,0,10,,3500,1.05E-06,0.0034,0,10,,3500,1.57E-06,0.0034,0,10,,3500,2.09E-06,0.0035,0,10,,3500,2.58E-06,0.0036,0,10,,3500,3.05E-06,0.0037,0,10,,3500,3.93E-06,0.0038,0,10,,3500,4.74E-06,0.0039,0,10,,3500,8.01E-06,0.0042,0.0001,10,,3500,1.29E-05,0.0045,0.0001,10,,3500,1.71E-05,0.0046,0.0001,10,,3500,2.09E-05,0.0046,0.0001,10,,3500,2.43E-05,0.0046,0.0001,10
88.883,Tibiae_medullary_cavity,3600,0.00E+00,0,0,0,,3600,1.02E-09,0.1506,0.028,0,,3600,2.21E-08,0.031,0.0016,4.4,,3600,1.36E-07,0.0124,0.0004,8.9,,3600,2.09E-07,0.0101,0.0004,3.8,,3600,2.53E-07,0.0091,0.0004,3.4,,3600,2.96E-07,0.0083,0.0005,5.6,,3600,3.97E-07,0.0071,0.0004,10,,3600,5.11E-07,0.0066,0.0003,10,,3600,8.26E-07,0.0062,0.0002,8.1,,3600,1.14E-06,0.0063,0.0002,5.2,,3600,1.75E-06,0.0067,0.0002,10,,3600,2.33E-06,0.007,0.0002,10,,3600,2.86E-06,0.0073,0.0002,10,,3600,3.37E-06,0.0075,0.0002,10,,3600,4.34E-06,0.0079,0.0003,10,,3600,5.18E-06,0.0082,0.0003,10,,3600,8.70E-06,0.009,0.0004,10,,3600,1.37E-05,0.0094,0.0005,10,,3600,1.79E-05,0.0092,0.0004,10,,3600,2.11E-05,0.0088,0.0005,10,,3600,2.40E-05,0.0086,0.0005,10
173.476,Ankles_and_foot_cortical,3700,1.74E-09,0.0904,0.014,0,,3700,7.15E-08,0.0167,0.0005,10,,3700,2.92E-07,0.0089,0.0001,10,,3700,7.81E-07,0.0059,0.0001,10,,3700,9.86E-07,0.0053,0,10,,3700,9.86E-07,0.0053,0,10,,3700,9.04E-07,0.0056,0.0001,10,,3700,7.54E-07,0.0061,0.0001,6.6,,3700,6.71E-07,0.0065,0.0001,10,,3700,6.71E-07,0.0066,0.0002,10,,3700,7.87E-07,0.0065,0.0002,10,,3700,1.13E-06,0.0066,0.0001,10,,3700,1.53E-06,0.0067,0.0001,10,,3700,1.91E-06,0.0068,0.0001,10,,3700,2.31E-06,0.0069,0.0002,10,,3700,3.06E-06,0.007,0.0002,10,,3700,3.75E-06,0.0071,0.0002,10,,3700,6.58E-06,0.007,0.0002,10,,3700,1.12E-05,0.0066,0.0002,10,,3700,1.51E-05,0.0064,0.0002,10,,3700,1.90E-05,0.0063,0.0002,10,,3700,2.26E-05,0.0062,0.0002,10
257.451,Ankles_and_foot_spongiosa,3800,0.00E+00,0,0,0,,3800,1.56E-09,0.0907,0.014,0,,3800,2.68E-08,0.0225,0.0008,10,,3800,1.58E-07,0.0093,0.0001,10,,3800,2.43E-07,0.0077,0.0001,10,,3800,2.75E-07,0.0073,0.0001,6.3,,3800,2.83E-07,0.0073,0.0001,10,,3800,2.93E-07,0.0072,0.0002,10,,3800,3.23E-07,0.007,0.0002,10,,3800,4.55E-07,0.0065,0.0001,10,,3800,6.19E-07,0.0064,0.0001,10,,3800,9.92E-07,0.0064,0.0001,10,,3800,1.38E-06,0.0065,0.0001,10,,3800,1.77E-06,0.0065,0.0001,10,,3800,2.17E-06,0.0066,0.0001,10,,3800,2.91E-06,0.0067,0.0001,10,,3800,3.63E-06,0.0068,0.0001,10,,3800,6.70E-06,0.0071,0.0001,10,,3800,1.13E-05,0.0072,0.0002,10,,3800,1.53E-05,0.0072,0.0002,10,,3800,1.90E-05,0.0072,0.0002,10,,3800,2.26E-05,0.0071,0.0002,10
45.394,Mandible_cortical,3900,1.89E-09,0.1556,0.0382,0,,3900,1.59E-07,0.0218,0.0008,10,,3900,5.97E-07,0.0121,0.0002,10,,3900,1.35E-06,0.0084,0.0001,10,,3900,1.64E-06,0.0077,0.0001,10,,3900,1.63E-06,0.0077,0.0001,10,,3900,1.54E-06,0.008,0.0001,6.9,,3900,1.33E-06,0.0087,0.0002,6.9,,3900,1.21E-06,0.0091,0.0003,10,,3900,1.17E-06,0.0093,0.0004,10,,3900,1.30E-06,0.0094,0.0004,10,,3900,1.69E-06,0.0097,0.0004,3.9,,3900,2.13E-06,0.0101,0.0004,4.8,,3900,2.56E-06,0.0106,0.0005,10,,3900,3.00E-06,0.0109,0.0005,10,,3900,3.81E-06,0.0114,0.0006,10,,3900,4.55E-06,0.0117,0.0006,10,,3900,7.73E-06,0.0123,0.0007,10,,3900,1.23E-05,0.012,0.0009,10,,3900,1.64E-05,0.0115,0.0009,10,,3900,2.03E-05,0.0112,0.0009,10,,3900,2.42E-05,0.0108,0.0009,10
33.479,Mandible_spongiosa,4000,8.63E-11,0.5774,0.3335,0,,4000,6.33E-09,0.1157,0.0252,0,,4000,1.05E-07,0.0309,0.0013,10,,4000,5.34E-07,0.0134,0.0003,10,,4000,6.99E-07,0.0117,0.0003,10,,4000,7.29E-07,0.0115,0.0003,9,,4000,7.17E-07,0.0118,0.0004,10,,4000,6.94E-07,0.0119,0.0006,6,,4000,7.26E-07,0.0116,0.0006,10,,4000,8.90E-07,0.0109,0.0006,10,,4000,1.13E-06,0.0108,0.0005,10,,4000,1.65E-06,0.0112,0.0005,5.4,,4000,2.14E-06,0.0117,0.0006,9.8,,4000,2.66E-06,0.0122,0.0006,8.1,,4000,3.15E-06,0.0126,0.0007,9.5,,4000,4.06E-06,0.0132,0.0007,10,,4000,4.91E-06,0.0137,0.0008,10,,4000,8.02E-06,0.015,0.0011,10,,4000,1.31E-05,0.0155,0.0013,10,,4000,1.73E-05,0.015,0.0013,10,,4000,2.10E-05,0.0143,0.0013,10,,4000,2.44E-05,0.0138,0.0014,10
262.46,pelvis_cortical,4100,6.87E-10,0.1092,0.0185,0,,4100,3.71E-08,0.0189,0.0006,10,,4100,1.81E-07,0.0091,0.0001,10,,4100,7.50E-07,0.0047,0,10,,4100,1.22E-06,0.0037,0,10,,4100,1.42E-06,0.0035,0,9.6,,4100,1.49E-06,0.0034,0,10,,4100,1.46E-06,0.0035,0,10,,4100,1.40E-06,0.0036,0,9.2,,4100,1.39E-06,0.0037,0,7.8,,4100,1.49E-06,0.0037,0.0001,10,,4100,1.80E-06,0.0038,0.0001,10,,4100,2.17E-06,0.004,0.0001,10,,4100,2.56E-06,0.0042,0.0001,10,,4100,2.94E-06,0.0044,0.0001,10,,4100,3.65E-06,0.0046,0.0001,10,,4100,4.32E-06,0.0048,0.0001,10,,4100,7.16E-06,0.0051,0.0001,10,,4100,1.18E-05,0.0049,0.0002,10,,4100,1.59E-05,0.0047,0.0002,10,,4100,1.99E-05,0.0046,0.0002,10,,4100,2.39E-05,0.0044,0.0002,10
455.599,pelvis_spongiosa,4200,6.26E-12,0.5774,0.3335,0,,4200,4.89E-10,0.1236,0.0337,0,,4200,1.58E-08,0.0226,0.0008,10,,4200,1.64E-07,0.0069,0.0001,10,,4200,3.19E-07,0.005,0,10,,4200,4.09E-07,0.0045,0,10,,4200,4.64E-07,0.0042,0,10,,4200,5.35E-07,0.004,0,10,,4200,5.99E-07,0.0038,0,10,,4200,7.91E-07,0.0035,0,10,,4200,1.02E-06,0.0035,0,10,,4200,1.48E-06,0.0036,0,10,,4200,1.95E-06,0.0037,0,10,,4200,2.40E-06,0.0038,0,10,,4200,2.83E-06,0.0039,0.0001,10,,4200,3.65E-06,0.0041,0.0001,10,,4200,4.42E-06,0.0042,0.0001,10,,4200,7.53E-06,0.0046,0.0001,10,,4200,1.23E-05,0.005,0.0001,10,,4200,1.63E-05,0.005,0.0001,10,,4200,2.01E-05,0.005,0.0001,10,,4200,2.39E-05,0.0049,0.0001,10
164.514,Ribs_cortical,4300,1.12E-08,0.0356,0.0021,10,,4300,1.72E-07,0.0097,0.0002,9.7,,4300,4.99E-07,0.006,0.0001,10,,4300,1.21E-06,0.0039,0,10,,4300,1.55E-06,0.0035,0,9.9,,4300,1.59E-06,0.0035,0,6.4,,4300,1.52E-06,0.0037,0,4.6,,4300,1.35E-06,0.004,0.0001,3.6,,4300,1.24E-06,0.0042,0.0001,4.5,,4300,1.18E-06,0.0044,0.0001,3.5,,4300,1.27E-06,0.0044,0.0001,10,,4300,1.60E-06,0.0046,0.0001,10,,4300,1.98E-06,0.0048,0.0001,3.3,,4300,2.37E-06,0.005,0.0001,3.3,,4300,2.74E-06,0.0051,0.0002,3.9,,4300,3.51E-06,0.0052,0.0002,10,,4300,4.19E-06,0.0052,0.0002,10,,4300,7.03E-06,0.0049,0.0002,10,,4300,1.15E-05,0.0045,0.0002,10,,4300,1.55E-05,0.0042,0.0002,10,,4300,1.93E-05,0.004,0.0002,10,,4300,2.32E-05,0.0038,0.0002,10
277.325,Ribs_spongiosa,4400,3.02E-10,0.1667,0.0547,0,,4400,2.67E-08,0.0182,0.0005,10,,4400,1.11E-07,0.0087,0.0001,10,,4400,2.99E-07,0.0053,0.0001,8.7,,4400,3.94E-07,0.0047,0.0001,10,,4400,4.28E-07,0.0046,0.0001,10,,4400,4.40E-07,0.0046,0.0001,5.8,,4400,4.71E-07,0.0044,0.0001,4.8,,4400,5.24E-07,0.0042,0.0001,4.7,,4400,7.14E-07,0.0039,0.0001,10,,4400,9.35E-07,0.0038,0.0001,10,,4400,1.41E-06,0.004,0.0001,3.5,,4400,1.88E-06,0.0041,0.0001,8.3,,4400,2.34E-06,0.0043,0.0001,10,,4400,2.78E-06,0.0044,0.0001,10,,4400,3.61E-06,0.0046,0.0001,10,,4400,4.39E-06,0.0047,0.0001,10,,4400,7.53E-06,0.005,0.0001,10,,4400,1.22E-05,0.0049,0.0001,10,,4400,1.61E-05,0.0046,0.0001,10,,4400,1.97E-05,0.0044,0.0001,10,,4400,2.33E-05,0.0042,0.0001,10
121.664,Scapulae_cortical,4500,1.11E-11,1,1,0,,4500,1.52E-08,0.0428,0.0032,10,,4500,1.00E-07,0.0177,0.0005,10,,4500,5.31E-07,0.0081,0.0001,10,,4500,9.07E-07,0.0062,0.0001,10,,4500,1.09E-06,0.0057,0.0001,10,,4500,1.12E-06,0.0056,0.0001,10,,4500,1.07E-06,0.0058,0.0001,10,,4500,1.01E-06,0.0061,0.0001,10,,4500,9.88E-07,0.0062,0.0002,4.5,,4500,1.09E-06,0.0061,0.0002,10,,4500,1.43E-06,0.0062,0.0002,10,,4500,1.82E-06,0.0064,0.0002,10,,4500,2.22E-06,0.0066,0.0002,10,,4500,2.61E-06,0.0068,0.0002,8.3,,4500,3.36E-06,0.0071,0.0002,8.4,,4500,4.02E-06,0.0072,0.0003,10,,4500,6.87E-06,0.0073,0.0003,10,,4500,1.15E-05,0.007,0.0003,10,,4500,1.58E-05,0.0067,0.0003,10,,4500,1.98E-05,0.0063,0.0003,10,,4500,2.41E-05,0.006,0.0003,10
96.73,Scapulae_spongiosa,4600,0.00E+00,0,0,0,,4600,9.22E-10,0.1971,0.0818,0,,4600,1.88E-08,0.0437,0.0032,10,,4600,1.89E-07,0.0132,0.0003,10,,4600,3.46E-07,0.0096,0.0002,10,,4600,4.18E-07,0.0088,0.0002,10,,4600,4.50E-07,0.0085,0.0002,10,,4600,4.91E-07,0.0082,0.0003,8.6,,4600,5.36E-07,0.0078,0.0003,10,,4600,7.17E-07,0.0072,0.0002,10,,4600,9.33E-07,0.0071,0.0002,10,,4600,1.41E-06,0.0072,0.0002,10,,4600,1.88E-06,0.0075,0.0002,10,,4600,2.35E-06,0.0077,0.0002,10,,4600,2.79E-06,0.0079,0.0003,10,,4600,3.65E-06,0.0082,0.0003,10,,4600,4.44E-06,0.0085,0.0003,10,,4600,7.60E-06,0.0091,0.0004,10,,4600,1.23E-05,0.0093,0.0005,10,,4600,1.65E-05,0.0091,0.0005,10,,4600,2.06E-05,0.0088,0.0005,10,,4600,2.46E-05,0.0085,0.0005,10
71.596,Cervical_spine_cortical,4700,0.00E+00,0,0,0,,4700,8.37E-10,0.2042,0.0559,0,,4700,3.05E-08,0.0402,0.0025,10,,4700,2.97E-07,0.0142,0.0003,10,,4700,6.14E-07,0.0102,0.0002,10,,4700,7.97E-07,0.009,0.0001,10,,4700,8.92E-07,0.0086,0.0001,10,,4700,8.98E-07,0.0086,0.0002,5.5,,4700,8.82E-07,0.0087,0.0002,5.2,,4700,8.76E-07,0.0088,0.0003,10,,4700,9.69E-07,0.0087,0.0003,10,,4700,1.25E-06,0.0087,0.0003,10,,4700,1.59E-06,0.009,0.0004,4.5,,4700,1.95E-06,0.0092,0.0004,9.8,,4700,2.29E-06,0.0095,0.0004,10,,4700,3.00E-06,0.0098,0.0005,10,,4700,3.63E-06,0.0099,0.0005,10,,4700,6.45E-06,0.0098,0.0005,10,,4700,1.07E-05,0.0092,0.0005,10,,4700,1.51E-05,0.0089,0.0005,10,,4700,1.92E-05,0.0087,0.0005,10,,4700,2.32E-05,0.0084,0.0005,10
75.601,Cervical_spine_spongiosa,4800,0.00E+00,0,0,0,,4800,1.68E-10,0.4187,0.2053,0,,4800,7.53E-09,0.0755,0.0087,0,,4800,8.80E-08,0.0215,0.0008,10,,4800,1.91E-07,0.0147,0.0004,10,,4800,2.68E-07,0.0127,0.0004,8.7,,4800,3.09E-07,0.0118,0.0004,10,,4800,3.67E-07,0.0109,0.0004,10,,4800,4.16E-07,0.0102,0.0004,10,,4800,5.62E-07,0.0093,0.0004,10,,4800,7.33E-07,0.009,0.0003,10,,4800,1.11E-06,0.0092,0.0003,10,,4800,1.51E-06,0.0094,0.0003,10,,4800,1.89E-06,0.0097,0.0004,10,,4800,2.26E-06,0.0098,0.0004,10,,4800,3.00E-06,0.0102,0.0004,10,,4800,3.73E-06,0.0103,0.0005,10,,4800,6.70E-06,0.0109,0.0005,10,,4800,1.13E-05,0.011,0.0006,10,,4800,1.55E-05,0.0107,0.0006,10,,4800,1.95E-05,0.0104,0.0006,10,,4800,2.33E-05,0.01,0.0006,10
205.828,Thoracic_spine_cortical,4900,0.00E+00,0,0,0,,4900,5.67E-10,0.1584,0.0438,0,,4900,1.57E-08,0.0336,0.0019,10,,4900,2.21E-07,0.01,0.0002,10,,4900,5.59E-07,0.0064,0.0001,10,,4900,7.88E-07,0.0055,0.0001,10,,4900,9.02E-07,0.0051,0,7.3,,4900,9.69E-07,0.005,0.0001,10,,4900,9.70E-07,0.005,0.0001,5.4,,4900,9.90E-07,0.005,0.0001,10,,4900,1.08E-06,0.005,0.0001,10,,4900,1.36E-06,0.005,0.0001,10,,4900,1.69E-06,0.0052,0.0001,10,,4900,2.03E-06,0.0054,0.0001,10,,4900,2.37E-06,0.0055,0.0001,10,,4900,3.05E-06,0.0057,0.0002,10,,4900,3.67E-06,0.0058,0.0002,10,,4900,6.37E-06,0.0058,0.0002,10,,4900,1.08E-05,0.0056,0.0002,10,,4900,1.47E-05,0.0054,0.0002,10,,4900,1.88E-05,0.0052,0.0002,10,,4900,2.28E-05,0.0051,0.0002,10
271.915,Thoracic_spine_spongiosa,5000,0.00E+00,0,0,0,,5000,2.27E-11,0.5879,0.3803,0,,5000,2.65E-09,0.0672,0.0067,0,,5000,4.87E-08,0.0153,0.0004,10,,5000,1.35E-07,0.0092,0.0002,10,,5000,2.01E-07,0.0076,0.0001,10,,5000,2.49E-07,0.0069,0.0001,10,,5000,3.18E-07,0.0062,0.0001,10,,5000,3.78E-07,0.0057,0.0001,10,,5000,5.47E-07,0.0051,0.0001,10,,5000,7.35E-07,0.005,0.0001,10,,5000,1.13E-06,0.005,0.0001,10,,5000,1.53E-06,0.0051,0.0001,10,,5000,1.92E-06,0.0053,0.0001,10,,5000,2.32E-06,0.0053,0.0001,10,,5000,3.05E-06,0.0055,0.0001,10,,5000,3.75E-06,0.0057,0.0001,10,,5000,6.65E-06,0.006,0.0001,10,,5000,1.13E-05,0.0062,0.0002,10,,5000,1.53E-05,0.0062,0.0002,10,,5000,1.89E-05,0.006,0.0002,10,,5000,2.28E-05,0.0059,0.0002,10
156.175,Lumbar_spine_cortical,5100,0.00E+00,0,0,0,,5100,0.00E+00,0,0,0,,5100,6.68E-09,0.0587,0.0054,0,,5100,1.97E-07,0.0119,0.0003,10,,5100,5.32E-07,0.0076,0.0001,10,,5100,7.95E-07,0.0063,0.0001,10,,5100,9.47E-07,0.0058,0.0001,10,,5100,1.07E-06,0.0055,0.0001,8.2,,5100,1.11E-06,0.0055,0.0001,6.5,,5100,1.15E-06,0.0055,0.0001,10,,5100,1.25E-06,0.0054,0.0001,10,,5100,1.52E-06,0.0055,0.0001,10,,5100,1.84E-06,0.0057,0.0001,10,,5100,2.17E-06,0.0059,0.0002,10,,5100,2.49E-06,0.0062,0.0002,10,,5100,3.13E-06,0.0065,0.0002,10,,5100,3.75E-06,0.0067,0.0002,10,,5100,6.43E-06,0.007,0.0002,10,,5100,1.08E-05,0.0067,0.0003,10,,5100,1.49E-05,0.0065,0.0003,10,,5100,1.88E-05,0.0063,0.0002,10,,5100,2.28E-05,0.0061,0.0002,10
264.976,Lumbar_spine_spongiosa,5200,0.00E+00,0,0,0,,5200,0.00E+00,0,0,0,,5200,1.17E-09,0.1251,0.0244,0,,5200,7.09E-08,0.0157,0.0004,10,,5200,2.14E-07,0.009,0.0001,10,,5200,3.22E-07,0.0073,0.0001,10,,5200,3.98E-07,0.0066,0.0001,10,,5200,4.83E-07,0.006,0.0001,10,,5200,5.53E-07,0.0057,0.0001,8.8,,5200,7.27E-07,0.0052,0.0001,10,,5200,9.10E-07,0.0051,0.0001,10,,5200,1.31E-06,0.0052,0.0001,10,,5200,1.73E-06,0.0053,0.0001,10,,5200,2.12E-06,0.0054,0.0001,10,,5200,2.52E-06,0.0055,0.0001,10,,5200,3.26E-06,0.0058,0.0001,10,,5200,3.94E-06,0.0059,0.0001,10,,5200,6.88E-06,0.0064,0.0001,10,,5200,1.14E-05,0.0068,0.0002,10,,5200,1.55E-05,0.0069,0.0002,10,,5200,1.93E-05,0.0069,0.0002,10,,5200,2.31E-05,0.0068,0.0002,10
80.24,Sacrum_cortical,5300,0.00E+00,0,0,0,,5300,0.00E+00,0,0,0,,5300,3.34E-09,0.1152,0.0209,0,,5300,1.43E-07,0.0192,0.0007,7.6,,5300,4.21E-07,0.0114,0.0002,10,,5300,6.54E-07,0.0092,0.0002,10,,5300,7.99E-07,0.0084,0.0001,10,,5300,9.25E-07,0.0079,0.0001,7.3,,5300,9.57E-07,0.0078,0.0001,6.7,,5300,1.04E-06,0.0076,0.0002,10,,5300,1.12E-06,0.0075,0.0002,10,,5300,1.37E-06,0.0076,0.0003,10,,5300,1.68E-06,0.0079,0.0003,4.6,,5300,2.00E-06,0.0082,0.0003,6,,5300,2.33E-06,0.0085,0.0004,10,,5300,2.95E-06,0.0089,0.0004,10,,5300,3.58E-06,0.0092,0.0005,10,,5300,6.20E-06,0.0092,0.0005,10,,5300,1.04E-05,0.0087,0.0005,10,,5300,1.42E-05,0.0083,0.0005,10,,5300,1.79E-05,0.008,0.0004,10,,5300,2.21E-05,0.0078,0.0005,10
154.84,Sacrum_spongiosa,5400,0.00E+00,0,0,0,,5400,0.00E+00,0,0,0,,5400,4.69E-10,0.2351,0.0685,0,,5400,3.24E-08,0.0255,0.001,10,,5400,9.98E-08,0.0146,0.0004,10,,5400,1.56E-07,0.0116,0.0003,10,,5400,2.02E-07,0.0101,0.0003,8.8,,5400,2.79E-07,0.0087,0.0002,10,,5400,3.49E-07,0.0079,0.0002,10,,5400,5.26E-07,0.007,0.0002,10,,5400,7.21E-07,0.0068,0.0002,10,,5400,1.13E-06,0.0069,0.0001,10,,5400,1.52E-06,0.007,0.0002,10,,5400,1.94E-06,0.0071,0.0002,10,,5400,2.32E-06,0.0072,0.0002,10,,5400,3.06E-06,0.0075,0.0002,10,,5400,3.74E-06,0.0077,0.0002,10,,5400,6.72E-06,0.0082,0.0003,10,,5400,1.12E-05,0.0086,0.0003,10,,5400,1.52E-05,0.0087,0.0004,10,,5400,1.86E-05,0.0086,0.0004,10,,5400,2.25E-05,0.0085,0.0004,10
1.685,Sternum_cortical,5500,8.97E-08,0.0809,0.0176,0,,5500,1.70E-06,0.0195,0.0009,6.1,,5500,3.81E-06,0.0142,0.0005,10,,5500,4.59E-06,0.0146,0.0007,4.5,,5500,3.90E-06,0.0171,0.0011,1.6,,5500,3.28E-06,0.0198,0.0017,10,,5500,2.75E-06,0.0223,0.0025,10,,5500,2.24E-06,0.0262,0.004,10,,5500,1.92E-06,0.0277,0.0058,10,,5500,1.67E-06,0.0285,0.008,10,,5500,1.81E-06,0.0294,0.0065,10,,5500,2.08E-06,0.0306,0.0094,10,,5500,2.65E-06,0.0304,0.0082,10,,5500,3.10E-06,0.0299,0.0085,10,,5500,3.49E-06,0.0282,0.0068,10,,5500,4.33E-06,0.0254,0.007,10,,5500,5.10E-06,0.025,0.0066,10,,5500,8.13E-06,0.0207,0.0075,10,,5500,1.31E-05,0.0198,0.0148,5.3,,5500,1.66E-05,0.0186,0.0163,5.7,,5500,1.94E-05,0.0185,0.0374,4.1,,5500,2.22E-05,0.0215,0.0814,2.8
51.347,Sternum_spongiosa,5600,6.40E-09,0.0841,0.0118,0,,5600,2.94E-07,0.0137,0.0003,10,,5600,7.80E-07,0.0082,0.0001,10,,5600,9.99E-07,0.0072,0.0001,10,,5600,9.12E-07,0.0077,0.0001,10,,5600,8.26E-07,0.0082,0.0002,7.8,,5600,7.80E-07,0.0085,0.0002,10,,5600,7.70E-07,0.0084,0.0003,3.1,,5600,8.34E-07,0.0081,0.0003,10,,5600,1.09E-06,0.0077,0.0003,10,,5600,1.39E-06,0.0077,0.0002,4.4,,5600,2.01E-06,0.0082,0.0003,10,,5600,2.60E-06,0.0086,0.0003,10,,5600,3.15E-06,0.009,0.0004,10,,5600,3.64E-06,0.0093,0.0004,10,,5600,4.57E-06,0.0099,0.0005,8.4,,5600,5.38E-06,0.0104,0.0005,10,,5600,8.69E-06,0.0116,0.0007,10,,5600,1.36E-05,0.0119,0.0008,10,,5600,1.70E-05,0.0116,0.0009,10,,5600,1.98E-05,0.011,0.0009,10,,5600,2.17E-05,0.0104,0.0011,10
